movie_id,title,year,plot
3346707,Alien Trespass,2009,"The story begins in 1957 in the star-filled skies above California's Mojave Desert. It is a special night for noted astronomer Ted Lewis, who is preparing a special dinner for his beautiful, adoring wife Lana to celebrate their wedding anniversary. In another part of town, Tammy, a waitress at small local diner with big plans for the future, looks out her window and is excited to see a shooting star, which she takes as a good sign for her dreams. But, what Dr. Lewis and Tammy assume is a shooting star, is really an alien spaceship. The fiery ball hurtles toward earth and crash-lands on a butte in the desert. The only witnesses are teens Dick and Penny who are necking in a nearby lover's lane. A tall, metallic alien named Urp emerges from the craft unharmed, alarmed to discover that the monstrous Ghota, who was also on board, has escaped. The menacing one-eyed creature's unquenchable appetite could mean the end of civilization as we know it. Urp is the only one who knows how to stop the hideous extra-terrestrial, but to do so he has to take over the body of Dr. Lewis and enlist the aid of Tammy, the only human in town willing to believe and trust in his mission. The local police - including Chief Dawson and Officer Vern - are confirmed skeptics and offer little help. Together, Urp and Tammy must hunt down the Ghota and neutralize it before it consumes all the local inhabitants and uses the human fuel to multiply and conquer the world!"
3346844,Aliens in the Attic,2009,"Stuart Pearson heads with his family to spend a summer vacation in Creek Landing, Michigan, with his brother Nathan Pearson and his sons and their mother Rose in an old lake house they had rented. When the television has trouble with the image, Stuart's son Tom and the arrogant boyfriend of his sister Ricky Dillman go to the attic and then to the roof, where Tom meets his cousin Jake and they find the antenna dish totally destroyed. Sooner they discover four alien invaders that are preparing an invasion of the Earth that use a mind control weapon that only affects adults and they lock the quartet in the attic. Now they need to a find a way to force the adults to leave the house and discover the vulnerability of the invaders to plot a defense plan to save our planet."
3351907,Alone About the Universe,2008,"Mr Thomason is an elderly man living alone in Los Angeles. He is haunted by his past where is believes he was abducted by aliens in the 50s, so keeps to himself. Archie is the young boy of the single manager of the building. Spending most of his time alone, Archie gets lonely and bored. When Mr Thomason gives him a window to a friendship Archie jumps at the chance and is excited by what he discovers, but Mr Thomason doesn't feel the same."
3352483,AlphaOmega: First Contact,2008,"After traveling millions of light years in space, a highly advanced bio-engineered bacteria, AlphaOmega, slips undetected into Earth's population. Millions of microscopic parasites invade a human mind, reprogramming the body into a new kind of machine... a Cylon. Battlestar Galactica is the story of the epic battle of Man vs. Machine... and man is losing. In a distant part of the universe, the vicious cybernetic race known as the Cylons have been ruthlessly hunting all human life, devastating the Twelve Colonies of Man. Now, the remaining Colonials desperately search the stars in a race to find Earth. But the Cylons have already found it, and are now far more dangerous than the Colonials ever imagined... and are a far greater threat to all mankind."
3375410,Apollo,2008,"A science-fiction short of stale love in a forgotten city where the sun is lost behind the clouds of pollution. Apollo Sylvan, fixed within his memories, searches for sunrise in an abandoned theater as his wife, Diana, trades herself for a chance to escape."
3375584,Apostasy,2009,"After the devastation of the New World War, society was lost. A single unified religion soon took power. The laws of the land are now enforced by Praetors; sworn protectors of God's Divine Will, delivering Justice to all who sin. Praetor Marcus Lucreti is torn between the ways of the Church and doing what he feels is right, in order to save a life."
3379105,Ariel,2009,"Angel Ariel falls to Earth and takes over a woman's body after a fatal accident. She ""downloads"" her memories, her habits and her stories. Ariel learns that the woman lived life to the fullest. She was a crime scene investigator who had a great thirst for truth. She also had broken up with her boyfriend who rejected her proposal to get married. Just as they were reconciling, she had a motorcycle accident and died. Ariel studies how a human being functions, and can't help but want to intervene and ""repair"" some of them. The angel Gabriel comes to remind Ariel of her true purpose. Ariel realizes she's becoming influenced by the woman's memories, but still has to find a way to accomplish her intended mission. Her first case presents itself: Liz, an old woman whose time to die is near. Liz helps Ariel understand the meaning of life and unconditional love while Ariel helps Liz to heal the pain in her heart caused by her deepest regret. Ariel leads Liz to reunite with her long lost daughter. Meanwhile Ariel travels throughout the world learning about her own humanity and love. A few years later, Ariel comes back to accompany Liz on her new journey ..."
3387287,Astro Boy,2009,"Set in futuristic Metro City, Astro Boy is about a young robot with incredible powers created by a brilliant scientist in the image of the son he has lost. Unable to fulfill the grieving man's expectations, our hero embarks on a journey in search of acceptance, experiencing betrayal and a netherworld of robot gladiators, before he returns to save Metro City and reconcile with the father who had rejected him."
3387570,Asylum,2008,"The teenager Madison McBride is traumatized by the loss of her deranged father when she was nine years old and the suicide of her beloved brother Brandon one year ago. She decides to join the Richard Miller University, where Brandon committed suicide, to overcome her demons. While walking to her dorm, she meets the weird janitor Wilbur Mackey that tells her that the place is haunted. Madison befriends the recovering drug addicted Holt; the geek outcast String; the sexually abused Ivy and Maya; and the joker athlete Tommy. All the schoolmates have traumas and the veteran Rez is responsible for them. String discovers in Internet that in 1935, their dorm together with an attached abandoned section was an asylum administrated by Dr. Magnus Burke and considered a safe refugee for troubled teenagers with state-of-art treatment. However, in 1939, the interns uprose against the insane doctor, killing and disclosing the truth about his treatment. Sooner they find that their dorm is haunted by Dr. Burke that is seeking for tortured souls."
3393269,Automaton,2008,"In the future, a planet in peril evolves to a mechanized existence, destroying the natural order. All life and beauty is recreated electronically and thrives on solar power, until the day the sky turned black. Built to carry data between command stations, a robot butterfly embarks on a journey to the last city of lights."
3394115,Avatar,2009,"When his brother is killed in a robbery, paraplegic Marine Jake Sully decides to take his place in a mission on the distant world of Pandora. There he learns of greedy corporate figurehead Parker Selfridge's intentions of driving off the native humanoid ""Na'vi"" in order to mine for the precious material scattered throughout their rich woodland. In exchange for the spinal surgery that will fix his legs, Jake gathers intel for the cooperating military unit spearheaded by gung-ho Colonel Quaritch, while simultaneously attempting to infiltrate the Na'vi people with the use of an ""avatar"" identity. While Jake begins to bond with the native tribe and quickly falls in love with the beautiful alien Neytiri, the restless Colonel moves forward with his ruthless extermination tactics, forcing the soldier to take a stand - and fight back in an epic battle for the fate of Pandora."
3395307,Aware,2009,"John lives a mundane life of work coupled with austere living. A mysterious chronic flash in his vision initiates a series of events that cause him to re-evaluate his life and break routine. What he eventually discovers about himself is too much for any man to absorb. His reaction to the self-knowledge, and the circumstances he finds himself in cause him to undergo a complete 'reincarnation.'"
3412446,Battle Planet,2008,"In the not-so-distant future, Captain Jordan Strider, a Special Forces Officer in the New World Alliance, is chosen for a top-secret mission. Sent to a desolate planet, Terra 219, to arrest possible traitors to the Alliance, Strider must survive with only a government issued experimental suit as protection. Eventually Strider discovers that he has been double crossed: The mission is an experiment to test the suit, which he cannot take off."
3415830,Beauty Machine,2009,"Neal, a brilliant inventor, and Linda, a former yoga instructor, run the Beauty Enlightenment Program, a religious movement promising physical perfection through spiritual awareness (and perhaps a little technological help). But when Neal discovers he is no longer attracted to the ""enlightened"" women he creates, he starts to question his organization and becomes obsessed with Michelle, a new recruit who is somehow different from the other followers. When Linda finds out she is furious and vows to usher Michelle into enlightenment at any cost."
3419918,Bejabbers!,2009,"An evil mastermind wants to reform but is unable to resist the temptation to destroy and cause harm finds himself on a collision course with a powerful secret agent whose only goal is to bring him down. At the center of all this drama is a mysterious phrase, ""Bejabbers!"" What can it mean, and what role does it play in the greater cosmic battle between good and evil?"
3420242,Believe,2008,"Isolated on a farm in the heartland, 8-year-old Nicholas watches helplessly as a freak lightning strike kills his father. Believing that his dad still lives inside the storm that took him, Nicholas begins building a magic radio to make contact. But time runs out when his mother's new husband turns violent. Desperate to save her, Nicholas pushes his belief in a love more powerful than death and turns to the skies for help."
3422390,Benny Future and the Madman from Manchester,2008,"Benny Future, a psychedelic super-spy is captured by the madman Jonathan Hiccup. Hiccup reveals his plan to use the unbelief bomb to destroy six of the seven realities. Benny has a trick up his sleeve for escaping Hiccup's grasp but will it be in time to save the random dimensions from nihilism?"
3427596,Beyond the Wall of Sleep,2009,"When a new patient arrives at the asylum Dr. Kaufman must attempt to find the source of his violent madness. Joe Slater has suffered his entire life from strange fits upon awakening, ranting and screaming to the heavens. When Joe murders a neighbor in the throes of one of his attacks he comes under the care of the one man who may be able to discover what lies beyond the wall of sleep."
3433204,Bill Is My Dog,2009,"A pompous, young inventor who calls himself 'Bobinicci' is dead-set on proving that he is the smartest man in the world. With his patented Intelligence Analyzer, he is well on his way to accomplishing that goal...until he tries it on his dog. What ensues is a relentless battle against dog, machine, and the dark side of his ego unable to come to grips with the fact that he is indeed just 'Bob.'"
3438633,Black Gold 2051,2009,"Set in 2051 on what was once a Native American reservation, the film follows a tribe who tribe now occupies one of the largest remaining liquid oil fields in the world - forcing them into conflict with a powerful Chinese corporation."
3444062,Blood Colony,2008,"Honolulu, Hawaii - Since the strange disappearance of her mother, Kalia's father has become more paranoid and erratic. He stays out all night and can't hold down a job, leaving her to raise her younger sister Lana on her own. When Kalia rebels against her father by sneaking out for a night surf with a guy she just met, she soon discovers that she should have heeded her father's advice and stayed away from the beach after dark."
3446580,Blue Lollipop,2009,"Satire about a man who lives and works in a futuristic office cubicle where he sits at a desk driving a remote control truck across a hostile planet filled with dangerous creatures. His one friend is a young woman he talks to only via a monitor, even though she's much closer than he thinks."
3447606,Blu_Scrn,2008,"Our relationship with technology is re-examined in this sci-fi short, when a hacker looking for a quick buck downloads more than she bargains for, she gets the attention of law, and everyone else. Addiction, betrayal, and hip-hop, create a neo-realistic world, where no one can be trusted."
3454062,Born to the Stars,2008,"Homeland Security Agent Jay Kapstan feels like he doesn't belong in this world, though he's not sure why. His vague sense of disconnection deepens with every day. He starts having dreams that seem to promise an answer to this malaise - and when brain scans reveal nothing abnormal it takes a major security crisis at work to bring him face to face with his true identity. And set him on a new and amazing course."
3458232,Brave New World: Revolution,2008,"After super-villains obliterate Chicago in 1976, those Americans fortunate enough to have powers must either work for the US government or go underground. Today, the legendary Patriot leads the rebellious Defiance against his former masters, the sanctioned super-powered operatives known collectively as Delta Prime. When the Primers capture Patriot, his friends must find a way to break into the toughest super-prison ever created-or watch him be executed before the entire world."
3461448,Brigadier Crenshaw Tres,2009,"The explosive trilogy finally comes to a close. In ""Tres,"" Brigadier Crenshaw teams up once again with Jim and Greg of the Elysian Space Station to defeat the remaining Terrorist Bears of the Forest. General Cackadoody attempts to convince the world's leaders that the Bears are expanding their empire and must be stopped. But not even the President can be trusted anymore. Meanwhile, the Bears have begun to come out of hiding, and from the most unexpected places. Now the battle for humanity must be waged on land and in the depths of space, but will even the might of Brigadier Crenshaw be enough to stop them?"
3461522,Bright Futures,2008,"An ordinary man and a bug are going about their business, each leading his own life and unaware of the other. Their universes intersect when the bug finds its way, after a series of close calls, onto the wrong cracker, where it is accidentally eaten. Had only the man paid closer attention to his surroundings! Due to his lack of regard for the smaller things around him, the things he considers less significant, an innocent life is lost. The same man continues his daily activities, as does a businessman somewhere in an alternate universe. The lives of the man and the businessman, each unaware of the other, are also destined to intersect, and the man finds himself, after his own adventure on a cracker, devoured unknowingly. And if the businessman had shown more regard for the smaller insignificant things around him, an innocent life might have been saved. The businessman continues his daily activities, as does the leader of a nuclear-armed nation somewhere... and through the carelessness of powers unconcerned with his existence, the businessman too is ""devoured"" in a nuclear conflict brought about by governments unconcerned with ""insignificant"" small things such as the people they represent."
3461868,Bring Me the Albatross King,2008,"Two gangster/soldiers, Remy and Oliver are given orders by their mysterious leader, Commodore Jonathan. The orders are to find the elusive Albatross King. The men search and destroy a bum named Lara's home to no avail. Not long after the older of the two, Remy, disappears - likely kidnapped by the forces of the Albatross King. As Oliver continues the search he slowly becomes more like Remy in appearance and disposition. Oliver is not successful and realizes his search may never end."
3467732,Bugbear,2009,"Bug, the subject of an experiment, is given the key to the locked door in his cell. The only problem is a ferocious creature lives on the other side of that door. When Bug gets a new bunk mate he discovers that there isn't enough space for both of them. Bug must make the decision he dreads, find out what lies beyond the door."
3470485,Burn-E,2008,"The adventures of BURN-E, a robot on the same ship as WALL-E and EVE. BURN-E's main job is fixing damaged machinery. He pretty much spends his entire day welding (hence his name). His daily routine is severely disrupted due to WALL-E and EVE's romance, as this causes all sorts of mishaps with the spaceship. Not only are his work and routine disrupted but one such mishap results in him being locked out of the spaceship. From there all manner of adventures ensue."
3480653,Canary,2009,"Canary Industries specializes in ""organ redistribution"" or leasing organs to people who need them. The catch is that those who accept these organs must also sign a ""Conscientious Usage"" contract that allows Canary to repo the organs if the recipient abuses their body."
3485906,Carriers,2009,"In a world devastated by an outbreak, Brian, his girlfriend Bobby, his brother Danny and their friend, Kate, are heading to a beach where the brothers spent their childhood vacations expecting it to be a sanctuary. When their car breaks down on the road in the desert, they negotiate with a man called Frank, who is also stranded but without gas. He is trying to get his daughter Jodie to the hospital (she is infected with a disease of some kind), they all decide to travel together. During the journey, massive moral dilemmas arise, as events head into a downward spiral."
3488472,Cataclysmo and the Battle for Earth,2008,"Johnny, Bucky, and Samantha return to save Earth from the devastating effects of Cataclysmo. In their greatest battle yet, our heroes face off against a worldwide army of gorillas...but the real trouble begins when they realize that they may not be alone."
3490050,Cave Women on Mars,2008,"It is the future. 1987. Great scientific advances have allowed mankind to achieve that which previously only existed in speculative fiction -- space travel. But, on the eve of humanity's first manned mission to the red planet, no amount of speculation could adequately prepare us for the unexpected discovery of... CAVE WOMEN ON MARS!"
3495044,Channel 138,2008,"A sci-fi piece filmed for Pittsburgh's 48 Hour Film Competition, ""Channel 138"" is a space odyssey film rivaled only by Kubrick's ""2001 Space Odyssey"". The actual corpse of Kubrick makes a brief appearance. The short won an honorable mention for best special effects for the 2008 Pittsburgh 48 Hour Film Festival. ""Channel 138"" was also featured during the 10th Annual Black Sheep Puppet Festival."
3502368,Child Reduction Act,2008,"The year is 2016. The President signs The Child Reduction Act. Families with more than one child under the age of 18, must pay a multiple child tax. Families unable to afford the tax, must send their extra children to the CHILD CONSERVATION CAMPS. The Pearce family has two teenage children - and can only keep one. The two siblings become engaged in a battle of wits and murderous attempts to survive The Child Reduction Act."
3502798,Children of the Hunt,2009,"2052. The Brother of Mars Corporation sponsors the hunting of humans for sport in a bleak future. Corporate employee Morgan Farber finds himself being forced into the game as one of the hunted after he speaks out against it. To better his chances of survival, Farber forms an uneasy alliance with a primitive tribe known as the Garbage People."
3502896,Children of the X-Files,2009,"A desperate housewife discovers she is the mother of an Alien species of mankind destined to survive the coming Apocalypse. Is the father of her Alien/Human hybrid twins an Alien, an Angel, or the Anti-Christ? Kendra dreams that she has had Alien twins abducted from her by an advanced species of Aliens. When her husband takes her to see a doctor, she is told she can't have children. She sees a hypno-therapist, Dr. Farrell, who uncovers lost memories of her abduction and impregnation. Kendra joins a UFO support group and visits Area 51 where she witnesses secret government tests of captured UFO's. Her husband has her committed to an Asylum where she escapes to be re-united with her Alien family. From the secret LAPD X-files, this story is ripped from the investigations of UFO researcher William L. McDonald."
3505202,Chompers,2008,"In the spirit of the Twlight Zone, an old toothless, beggar woman is on the brink of starvation when her shaggy mutt uncovers a pair of pristine dentures in the streets. Suddenly, she can eat whatever she likes, but her hunger is insatiable."
3507121,Chrome Angels,2009,"After completing a string of high-profile robberies, a group of beautiful but deadly biker girls led by the fearless Lady (Stacey Dash) collide with a bar full of mysterious robots disguised as humans. The androids capture half of the biker gang to aid in their quest for world domination. As the girls fight for their freedom, they uncover a scheme more sinister than anyone could have imagined."
3507240,Chronicles of the Beyond,2009,"A thrilling throwback to the old Pulp Science-Fiction Magazines of the 1930s, Chronicles will showcase five individual episodes revolving around the strange and unbelievable. Watch as everyday people go from their safe, simple lives into a realm of the supernatural."
3507399,Chrysalis,2008,"As our world suffers the ravages of humankind, scientists look for ways to sustain life. When one of them falls ill and a chrysalis forms around him, a tug of war ensues about the future of the stricken scientist... and ultimately the fate of the Earth. A compelling thriller from a story by Ray Bradbury."
3510561,Circuit,2009,"Circuit is a conceptual feature film exploring the human senses. It is a puzzle of characters and cinematic ideas. As stories evolve, mysterious and compelling forces emerge, uniting emotions and thoughts. Threading through memory, time, and space, Circuit is moving, funny, and at times unsettling."
3510665,Circulation,2008,"The film is about reincarnation and takes place in a purgatory where the dead still have human form and the world around them looks the same as the living world. However, the people living in this purgatory start to develop animal instincts. Gene, a retiree vacationing in Baja, is learning the instincts of a spider through his dreams and stumbles upon a woman who is destined to be reborn as a caterpillar/moth. The film explores a world where human and animal intertwine as one."
3511639,City of Ember,2008,"At the end of mankind on Earth, scientists build a self-sufficient underground city for a few people in order to preserve the human race for two hundred years. They leave also instructions for the future generations to return to the surface of the planet in a steel box that should be kept by the mayors through the generations. However, the instructions are lost and the inhabitants stay in the city that is completely deteriorated. The power generator has problems and the blackouts are longer and more frequent and the city is running out of food that needs to be rationed. On the Assignment Day, the teenagers Lina Mayfleet and Doon Harrow are assigned to work with the pipework and as messenger, but they swap their job positions. Lina, who is the descendant of the seventh mayor, finds the box of instructions in the house of her grandmother and shows it to her friend Doon. They decide to explore the way out of the city and they discover that the corrupt major and his henchmen are stealing food from the population. When they are hunted by the major's hoodlums, they have to find the way out of Ember to survive and save the populations from the imminent darkness and the end of the city."
3512123,Civilian,2009,"Circa 1964, the psychiatrist, Dr. Benjamin Simon, puts his patient, Betty Hill, under hypnosis. In the dream state, she tells him of being in a medical ward and speaking to ""the leader"". The leader shows her an animate map of stars. The experience is both beautiful and frightening."
3515592,Cloudy with a Chance of Meatballs,2009,"Flint Lockwood has always wanted to make the world a better place. But all of his inventions are not useful. Until he creates a machine that can turn water into food. And when he tests it in front of his hometown, Swallow Falls, he accidentally launches it into the sky. And makes food rain from the sky. But when Flint thinks he's helped his town, disasters start occurring when people ask for more food. A local scientist, (Bill Hader), has always been a failure, but when his town is stuck eating gross sardines, Flint wants to help the town so that they don't have to eat sardines anymore. So he invents a machine called The FLDSMDFR, (Flint Lockwood Diatomic Super Mutating Dynamic Food Replicator), a machine that can turn water into food. And he sends it up into the atmosphere and makes food rain from the sky. But suddenly, things get out of hand when The FLDSMDFR creates dangerous food storms. It's up to Flint to stop The FLDSMDFR before it turns the world into a monstrous Foodtopia. On the small island of Swallow Falls, the outcast boy Flint Lockwood is a clumsy inventor encouraged by his mother. However the island is not capable of exporting their sardine stocks, and the locals end up having to eat it all the time. Years later, Flint's mother dies and his skeptical father Tim Lockwood, an old fisherman who has a sardine store, gives Flint a partnership in his store and invites him to work there with him. But Flint, being the inventor that he is, has just invented a food processor that converts water into food. And He decides to test it out... but things don't go according to plan and he manages to launch it into the atmosphere. It begins to rain hamburgers and other food in the island. A television station sends a weather reporter trainee (Sam Sparks) to cover the phenomenon and Flint becomes famous. However, the greedy and glutton Mayor Shelbourne overworks the machine and the food becomes a menace to the human race."
3515633,Cloverfield,2008,"The US Defense Department finds a videotape in the former Central Park. The footage shows a group of friends celebrating a surprise farewell party in the apartment of Rob Hawkins in Lower Manhattan. Rob is a young man that is leaving New York to work in Japan and his friend Hud is recording messages from his friends. Out of the blue, they are surprised by an earthquake and they see on the news that a ship has capsized in the harbor area. They go to the penthouse to see the accident and they actually witness explosions everywhere; when power goes out in the building, they run to the streets trying to save their lives from the attack of the monster."
3528255,Continuity,2009,"Bill Everett, a college student, is in a very uncertain stage of his life. He hasn't chosen a major, hasn't made any real plans, and can't figure out whether or not he wants to make those decisions at all. After he finds a strange object in his house and things get weird, Bill finally makes a choice, only to find that he's at the center of a physics experiment that doesn't yet exist."
3531794,Cosmic Granny,2009,"Meet Anne, a lively grounded English grandmother with a cosmic vision and a gentle voice of wisdom. Granny shares her personal stories of conversations with Light Beings, inter dimensional journeys and inner earth cities in a manner that makes them seem as normal as her offering of tea and cookies. Yet her loving message offers profound possibilities and begins to work its magic just in the telling."
